id,title,author,year
2467,Destino Casa Silêncio,Cristiano Rezende,2010,
2468,Silêncio Noite Luz,Gabriel Araujo,2011,
2469,Esperança Árvore Sombra Vento,Fabricio Barbosa,2020,
2470,Cidade Cidade Esperança Mar Tempo,Luiza Alves,2018,
2471,Cidade Cidade Árvore,Lucas Oliveira,2015,
2472,Destino Destino O,Bruno Costa,2013,
2473,Silêncio Mistério Árvore Vento Esperança,Mateus Oliveira,2014,
2474,Tempo Passado Sonho,Luiza Saigg,2013,
2475,Vento A,Patricia Freitas,2020,
2476,O Tempo,Rafael Oliveira,2018,
2477,Noite Esperança Amor Sonho,Fabricio Moreira,2020,
2478,Casa Sonho Sonho,Chris Arrascaeta,2014,
2479,Árvore Sombra Mar Sonho Mistério,Rodrigo Carvalho,2018,
2480,Futuro Noite,Maria Mendes,2012,
2481,Mar Passado Mar,Ronaldo Araujo,2016,
2482,Mistério Futuro Amor Passado Casa,Camila Arrascaeta,2012,
2483,Passado Tempo,Luiza Ferreira,2013,
2484,Mar Mar Esperança,Natália Costa,2017,
2485,Mar Luz Sonho,Mateus Solano,2019,
2486,Esperança Vento Casa,Lucas Santos,2014,
2487,Mar Árvore A,Davi Mendes,2013,
2488,Silêncio O Vento Mistério,Marcelo Moreira,2017,
2489,Silêncio Noite,Fabricio Martins,2011,
2490,Árvore Sombra Mistério Passado Luz,Bruna Amaral,2021,
2491,Vida Destino Passado Mar,Josué Costa,2017,
2492,Futuro Amor Esperança Vento,Rafael Costa,2012,
2493,Vento Mistério Mistério Casa Tempo,David Costa,2018,
2494,O Sombra Destino Vida,Leticia Lima,2011,
2495,O Esperança Silêncio,Leticia Souza,2018,
2496,Árvore Amor Passado Cidade,Gabriel Solano,2010,
2497,Tempo Sombra Futuro Sombra,Marcelo Souza,2020,
2498,Mar Tempo Destino,Bruna Alves,2015,
2499,Sombra Esperança Mistério Passado Mistério,Josué Pereira,2016,
2500,Vida Amor Tempo,Pedro Freitas,2019,
2501,Cidade Futuro Amor,Lucas Saigg,2018,
2502,Cidade Vida Tempo A,Rafael Santos,2010,
2503,Noite Futuro Tempo,Luan Carvalho,2020,
2504,Destino Vento Sonho Vento Futuro,Eduardo Costa,2013,
2505,A Noite Casa Futuro,Chris Arrascaeta,2012,
2506,O Vida Cidade,Carlos Pereira,2012,
2507,Silêncio Árvore A Silêncio Luz,Artur Moraes,2013,
2508,Silêncio Tempo A Tempo,Rodrigo Faleiros,2012,
2509,Amor Esperança A Sombra Sonho,Josué Pereira,2010,
2510,Luz Silêncio Tempo Passado Vento,Artur Cruz,2016,
2511,Amor Passado A Esperança,Pedro Ribeiro,2018,
2512,Cidade Mistério Esperança,Leticia Lima,2020,
2513,Noite Mar Casa,Bruna Santoro,2013,
2514,Tempo Silêncio Casa Vento Mistério,Chris Silva,2012,
2515,Árvore Noite Árvore A,Lucas Pinto,2014,
2516,Futuro Tempo Silêncio Sombra,Daniela Ferreira,2020,
2517,Futuro Vida Sonho,Felipe Carvalho,2017,
2518,Árvore A Tempo,Lucas Santos,2021,
2519,Sombra Tempo,Rodrigo Santos,2014,
2520,Passado O O,Felippe Freitas,2014,
2521,Mar Sombra Luz Passado,Ana Ferreira,2019,
2522,Tempo Tempo Árvore Vida Luz,Leticia Faleiros,2021,
2523,Vento Cidade O Mar Cidade,Rafael Silva,2011,
2524,Vento A Noite Silêncio,Lucas Cardoso,2011,
2525,Luz Mistério,Gabriel Souza,2016,
2526,Mar Silêncio Esperança,Nayara Ferreira,2015,
2527,Esperança Esperança Luz Casa Casa,Felippe Silva,2022,
2528,Silêncio Cidade Destino Luz,Mateus Ferreira,2022,
2529,Futuro Amor,Hugo Cardoso,2012,
2530,Vida Vida Passado,Carlos Almeida,2018,
2531,Árvore Casa Silêncio Sonho Casa,Davi Arrascaeta,2018,
2532,Luz Esperança Sombra,Bruna Costa,2018,
2533,Vida Luz Passado,Maria Guedes,2014,
2534,Silêncio Esperança Noite Passado,Fabricio Saigg,2021,
2535,Vento Árvore Destino Árvore,Paolla Alves,2010,
2536,Vida Passado Luz Esperança A,Carlos Souza,2022,
2537,Luz Casa Mistério Cidade,Chris Rocha,2017,
2538,Passado O Passado Vento,Cristiano Pereira,2015,
2539,Sombra Passado Mistério Amor,Lucas Lima,2014,
2540,Passado Sonho O Noite,Fernanda Costa,2018,
2541,Destino Luz,Paolla Arrascaeta,2017,
2542,Passado Silêncio Mar Casa,Pedro Carvalho,2015,
2543,Amor Passado Vida Mar,Eduardo Martins,2013,
2544,Sombra Passado Mar Luz,Pedro Mendes,2010,
2545,Luz Noite Destino Cidade Esperança,Luan Souza,2019,
2546,Mistério Árvore Silêncio Esperança,Hugo Costa,2016,
2547,A Vida Passado Mistério,Eduarda Santos,2022,
2548,A Noite Silêncio Futuro Árvore,Arthur Santos,2018,
2549,Luz Tempo Esperança Vida,Camila Silva,2020,
2550,Futuro Noite A Passado Sombra,Rafael Lima,2017,
2551,Vida Casa Luz,Pedro Solano,2016,
2552,Futuro Esperança,Fernanda Saigg,2015,
2553,Árvore Amor Cidade,Leticia Simas,2013,
2554,Destino Cidade Luz,Gabriel Ferreira,2022,
2555,Futuro Futuro O Tempo,Caio Araujo,2018,
2556,Noite Mistério,Daniela Pereira,2020,
2557,Esperança Esperança Tempo Passado Sonho,Natália Santos,2019,
2558,Cidade Sombra Mistério Árvore Sonho,Eduarda Alves,2019,
2559,Vida Vida Noite Passado,Bruna Almeida,2014,
2560,Tempo Sombra,David Rocha,2012,
2561,Árvore Luz Casa Cidade,Artur Ferreira,2018,
2562,Árvore Tempo Sonho,Nayara Amaral,2018,
2563,Noite Destino Mar,Ana Nunes,2014,
2564,Tempo Vida Mar Casa,Leonardo Silva,2018,
2565,Cidade Esperança Vento A,Rodrigo Rocha,2022,
2566,Vento A Noite Noite,Marcelo Cardoso,2021,
2567,Mistério Silêncio Casa,Leonardo Martins,2012,
2568,Árvore Luz,Ana Ferreira,2019,
2569,Vento Casa,Josué Souza,2017,
2570,Casa Cidade Sonho,Maria Nunes,2021,
2571,Esperança Casa Tempo Noite,Caio Araujo,2014,
2572,Vida Luz Amor,Luiza Oliveira,2013,
2573,O Vida Tempo,Hugo Santoro,2011,
2574,Sombra A,Eduarda Rezende,2019,
2575,Passado Futuro Silêncio Tempo A,Gabriel Solano,2016,
2576,Esperança Vida Tempo,Artur Moreira,2011,
2577,Casa Vento Mar Futuro O,Julia Melo,2013,
2578,Passado Esperança,Rafael Cruz,2019,
2579,Sonho Noite Silêncio Esperança,Carlos Pinto,2013,
2580,Amor Amor Futuro,João Costa,2015,
2581,Amor Árvore,Carlos Santos,2012,
2582,O Sombra Árvore Passado Passado,Rafael Mendes,2015,
2583,Noite Amor Cidade,Maria Santos,2013,
2584,O Sombra Passado Mar Casa,Paloma Simas,2020,
2585,Esperança Sonho Vida Destino Esperança,Pedro Santoro,2022,
2586,A Passado Passado Destino,Amanda Araujo,2014,
2587,Casa Sombra,Gabriel Freitas,2015,
2588,Futuro Vento Silêncio Vento,Felipe Souza,2013,
2589,A Luz Amor Sonho,Felippe Souza,2013,
2590,Esperança Noite O Cidade Árvore,Marcelo Souza,2022,
2591,O Mistério Casa,Eduardo Costa,2018,
2592,Sombra O Vida,Fernanda Moraes,2017,
2593,Cidade Destino Sonho Futuro,Artur Nunes,2020,
2594,Vento Destino Cidade Destino,Paolla Saigg,2019,
2595,Amor Amor,João Costa,2013,
2596,Tempo Mar Esperança Árvore Destino,Bruno Costa,2012,
2597,Silêncio Sombra Tempo,Fabricio Costa,2013,
2598,A Noite A O,Felippe Melo,2015,
2599,A Casa Esperança,Julia Moraes,2014,
2600,Amor Noite,Amanda Arrascaeta,2011,
2601,Esperança Destino,Camila Mendes,2021,
2602,Árvore A Futuro Sombra,Bruno Ribeiro,2018,
2603,Sonho Mar Vento Mar Luz,Felippe Nunes,2019,
2604,Mistério O Sombra Amor,Marcelo Mendes,2020,
2605,Noite Destino Noite Destino Amor,Chris Ribeiro,2019,
2606,Vento Futuro A,Arthur Faleiros,2013,
2607,Casa Luz Silêncio Árvore,Leonardo Faleiros,2016,
2608,Mar Árvore O,Leonardo Lima,2020,
2609,Passado Sombra Sonho,Lucas Almeida,2017,
2610,Amor Cidade Noite Casa Vento,Chris Rezende,2019,
2611,A Casa Sonho Vida Silêncio,Bruno Ferreira,2021,
2612,Futuro Noite Noite Noite,Luisa Souza,2015,
2613,Tempo Passado O,Eduardo Guedes,2016,
2614,Vento Vida,Josué Ferreira,2015,
2615,Amor Esperança A Luz,Davi Freitas,2019,
2616,Esperança Cidade O,Pedro Araujo,2012,
2617,Silêncio Vida,Gustavo Santos,2020,
2618,Casa Cidade Mistério Silêncio,Amanda Ferreira,2018,
2619,Esperança Futuro,Gustavo Costa,2013,
2620,O Luz Amor Tempo Casa,Rafael Oliveira,2010,
2621,Tempo Vento Destino Casa Sombra,Vitor Araujo,2019,
2622,Silêncio Luz Mar,Cristiano Oliveira,2016,
2623,Silêncio Sombra Casa,Gustavo Costa,2015,
2624,Vento Vento Esperança,Carlos Santos,2017,
2625,Amor Esperança Mistério Casa,Carlos Melo,2013,
2626,Passado Amor Futuro,Josué Cruz,2016,
2627,Destino Casa Luz,Lucas Barbosa,2019,
2628,Sombra Casa Vida Cidade Tempo,Ayrton Carvalho,2011,
2629,Árvore A Tempo Amor,João Martins,2011,
2630,Passado Casa Destino Tempo,Rafael Cruz,2018,
2631,Luz Amor,David Oliveira,2017,
2632,Noite Futuro,Mateus Carvalho,2020,
2633,Futuro Cidade Vento,Leticia Simas,2012,
2634,Mar Amor Árvore,Amanda Guedes,2011,
2635,A Esperança O Vida O,Hugo Arrascaeta,2014,
2636,Tempo A Destino,Felippe Moraes,2014,
2637,Mistério Passado Mistério,Bruno Rocha,2010,
2638,Luz Futuro Noite Destino,Carlos Pereira,2012,
2639,Destino Mistério Árvore Silêncio,Felippe Almeida,2019,
2640,Noite O,Chris Souza,2013,
2641,Árvore O Vento,Julia Carvalho,2012,
2642,O Noite Tempo Amor Cidade,Leticia Guedes,2010,
2643,Esperança Passado,Lucas Saigg,2011,
2644,Amor Esperança,Bruno Barbosa,2015,
2645,Vida Tempo Mar Vida Cidade,Ayrton Oliveira,2012,
2646,Sombra Casa Luz,Eduardo Santos,2015,
2647,Silêncio Árvore Tempo Vento Amor,Luan Ferreira,2016,
2648,Vida Passado Vida Mistério Tempo,Gustavo Rocha,2013,
2649,Sonho Vida Esperança,Daniela Nunes,2018,
2650,Vento Vida Mistério Sonho,Luisa Costa,2022,
2651,Destino Casa A Sombra,Fabricio Faleiros,2016,
2652,Mar Vida Futuro,Fabricio Lima,2011,
2653,Cidade Mar Silêncio Sonho Amor,Luisa Guedes,2021,
2654,Luz Passado Cidade,Felippe Almeida,2011,
2655,Árvore Mar Amor Passado,Rafael Amaral,2014,
2656,Noite Mistério O Vento Amor,Lucas Santoro,2020,
2657,Tempo O Passado Casa,Leonardo Moreira,2016,
2658,Futuro Esperança Noite Tempo,Davi Santos,2016,
2659,Luz Passado Noite Mar,Leticia Costa,2010,
2660,Tempo Sombra,Eduarda Pereira,2013,
2661,Noite Árvore Mistério Destino,Paloma Costa,2012,
2662,Sombra Sonho Mar Noite,Ronaldo Amaral,2021,
2663,Sonho Cidade Amor,Julia Pereira,2011,
2664,Mar Árvore,Fernanda Santos,2018,
2665,Luz A,Daniela Moreira,2013,
2666,Passado Vento,Ronaldo Alves,2014,
2667,O Sonho O Tempo,João Costa,2012,
2668,Luz Tempo Casa,Julia Barbosa,2020,
2669,Casa Árvore Mar,Gabriel Nunes,2012,
2670,A O Futuro,Arthur Arrascaeta,2015,
2671,Mistério Casa Sonho,Vitor Santos,2015,
2672,Luz A Sombra,Davi Araujo,2016,
2673,Passado Sonho Vida Mistério Sonho,Fabricio Lima,2019,
2674,Vida Noite Passado,Luisa Costa,2014,
2675,Casa Futuro Mistério Amor,Eduarda Costa,2016,
2676,Mar Mistério Casa Silêncio,Natália Santoro,2020,
2677,Futuro Futuro Passado,Rafael Gomes,2019,
2678,Árvore Árvore,Patricia Souza,2014,
2679,Árvore Destino Casa Mistério O,Felipe Lima,2016,
2680,Árvore Tempo Tempo Casa,Julia Costa,2016,
2681,Amor Destino Mistério Cidade,Maria Guedes,2019,
2682,A Mistério Mistério Sombra,Carlos Rezende,2016,
2683,Luz Casa Árvore Mistério Árvore,Arthur Moreira,2010,
2684,Esperança Luz Destino Sonho,Luan Melo,2020,
2685,Tempo Sonho Futuro Sombra Casa,Mateus Santoro,2014,
2686,Passado Vida Sonho Sonho Tempo,Mateus Freitas,2018,
2687,A Casa Sonho Mistério Cidade,Ana Luiza Moraes,2010,
2688,O Árvore Tempo Amor A,Luan Araujo,2019,
2689,Casa O,Fernanda Costa,2014,
2690,Silêncio Silêncio,Ronaldo Santos,2011,
2691,Luz Luz Sonho Vento Mar,Eduardo Rocha,2014,
2692,O Silêncio,Rafael Carvalho,2017,
2693,Silêncio A Esperança Esperança Vida,Hugo Lima,2011,
2694,Sonho Vento Amor Destino Tempo,Leonardo Costa,2016,
2695,A Vida,Daniela Faleiros,2012,
2696,Casa Mistério,Luiza Martins,2018,
2697,Casa Vida,Cristiano Pinto,2019,
2698,Cidade Árvore,Patricia Costa,2020,
2699,Noite Destino Vida,Leticia Araujo,2010,
2700,Mar Luz Vida Mar,Ayrton Guedes,2016,
2701,Destino Passado,Camila Mendes,2018,
2702,Vento Luz Esperança Mar Futuro,Vitor Oliveira,2021,
2703,Destino Esperança Luz,Gabriel Ferreira,2020,
2704,Mistério Cidade Tempo,João Rocha,2020,
2705,Esperança A Futuro Cidade Vento,Ronaldo Simas,2014,
2706,Esperança Vida Sonho Cidade,Leticia Barbosa,2016,
2707,Luz A,Arthur Guedes,2021,
2708,Mistério Esperança Cidade Vida,Ana Freitas,2020,
2709,Mar Noite Noite,David Cardoso,2013,
2710,Vento Esperança,João Lima,2010,
2711,Passado Amor Luz Noite,João Moreira,2011,
2712,Vida Tempo,Rafael Santoro,2021,
2713,A Cidade,Pedro Lima,2010,
2714,Vida Noite,Camila Arrascaeta,2013,
2715,Sombra Sombra O Mar Mistério,Davi Cruz,2019,
2716,A Mar Vento Cidade Luz,Bruno Ribeiro,2014,
2717,Silêncio Cidade Luz Sonho O,Leticia Costa,2019,
2718,Mistério Sombra Luz Cidade Passado,Ronaldo Carvalho,2012,
2719,Cidade Mistério,Eduardo Guedes,2019,
2720,Esperança O,Daniela Santoro,2020,
2721,Vento Cidade,Lucas Gomes,2014,
2722,Sonho Esperança Mistério Noite,Daniela Gomes,2016,
2723,Sombra Árvore Futuro,Ayrton Guedes,2019,
2724,Vida Luz Casa Tempo,Carlos Pinto,2010,
2725,Cidade Passado Sonho,Davi Arrascaeta,2017,
2726,Noite Sombra O Esperança,Bruno Silva,2014,
2727,Vida O,Rafael Costa,2010,
2728,Vida Passado Vida Silêncio,Paloma Freitas,2015,
2729,Futuro Futuro Casa Vida,Gabriel Rezende,2010,
2730,O Vento,Mateus Guedes,2017,
2731,Silêncio Vida,Eduarda Nunes,2011,
2732,Destino Passado Luz,Patricia Freitas,2010,
2733,Sonho Luz Tempo Amor,Carlos Rocha,2010,
2734,Destino Silêncio Cidade A Futuro,Ana Luiza Ribeiro,2014,
2735,Vento Árvore Noite,Fabricio Gomes,2010,
2736,Mar Sonho Futuro,Ronaldo Simas,2017,
2737,Sonho Destino Árvore,Gustavo Araujo,2013,
2738,Mar Tempo Vento O Cidade,Daniela Lima,2010,
2739,Silêncio Árvore Cidade,Josué Araujo,2012,
2740,O Vento Tempo,Gabriel Santoro,2016,
2741,Destino Silêncio Mistério Passado,Carlos Arrascaeta,2016,
2742,Esperança O Destino,Caio Pereira,2010,
2743,Destino Destino Sombra Casa Vida,Ayrton Simas,2011,
2744,Cidade Silêncio,Fernanda Santoro,2022,
2745,Destino Mistério Vida,Vitor Cardoso,2014,
2746,Esperança Casa Sombra,Eduardo Simas,2016,
2747,Sombra A Cidade,Eduardo Santos,2017,
2748,Tempo Esperança Tempo,Cleber Nunes,2019,
2749,Vento Vida Árvore,Natália Moreira,2013,
2750,Cidade Tempo,Bruna Simas,2016,
2751,Vento Vida Casa Vida,Hugo Faleiros,2022,
2752,Vida Passado Futuro Casa,Leonardo Cruz,2012,
2753,Mistério Tempo,Chris Moreira,2019,
2754,Noite Silêncio Futuro Sonho,Pedro Arrascaeta,2013,
2755,Esperança Casa Cidade,Luisa Rocha,2011,
2756,Mar Mistério Passado,Julia Moreira,2014,
2757,O Passado,Arthur Costa,2014,
2758,Vida Sonho,Josué Lima,2015,
2759,Árvore Árvore Passado Luz,Gustavo Lima,2011,
2760,Luz Destino Tempo Esperança,Ayrton Faleiros,2022,
2761,Silêncio Futuro,Josué Freitas,2015,
2762,Esperança Casa,Gabriel Rocha,2015,
2763,Destino Passado,Bruno Amaral,2012,
2764,O Mar Futuro Passado Luz,Julia Costa,2022,
2765,Tempo Sonho,Cristiano Souza,2011,
2766,Mar Destino O,Davi Cardoso,2014,
2767,Amor Esperança Esperança Destino,Pedro Santoro,2015,
2768,Vida Mar Amor Mar,Luisa Pereira,2014,
2769,O O Noite A,Lucas Solano,2019,
2770,Sombra O Luz Futuro,Eduarda Costa,2020,
2771,Árvore Noite Destino Sonho,Hugo Pereira,2010,
2772,Esperança Futuro Árvore,Gabriel Araujo,2018,
2773,Mistério Sonho,Eduarda Rocha,2013,
2774,Sonho O Passado Vida,Ayrton Costa,2011,
2775,Cidade Vida Vida,Luisa Pinto,2015,
2776,Destino Futuro Casa Futuro,Mateus Faleiros,2015,
2777,Árvore Amor Casa Sombra,David Faleiros,2015,
2778,Silêncio Vida Luz,Luisa Moreira,2010,
2779,Árvore Passado,Marcelo Ribeiro,2014,
2780,Futuro A Noite,Rodrigo Solano,2017,
2781,Noite Vento,Pedro Almeida,2020,
2782,Silêncio Destino Tempo Silêncio,Rafael Costa,2018,
2783,Cidade Vento,Ayrton Santos,2011,
2784,Luz Destino Noite Esperança Vida,Rodrigo Souza,2012,
2785,Cidade Futuro Silêncio Vento Sombra,Hugo Ribeiro,2022,
2786,Vida A Passado Futuro O,Patricia Guedes,2013,
2787,Sombra Tempo Mar Tempo Casa,Marcelo Carvalho,2018,
2788,Árvore Destino Futuro,Leonardo Gomes,2021,
2789,Mar Luz Casa Silêncio,Carlos Costa,2014,
2790,Silêncio Passado,Eduarda Oliveira,2015,
2791,Esperança Árvore,Fabricio Amaral,2010,
2792,Sonho Sonho Árvore Sombra Casa,Gabriel Moreira,2021,
2793,Esperança Luz Cidade,Lucas Simas,2010,
2794,Destino Silêncio Mistério,Eduarda Gomes,2018,
2795,Sombra Cidade Esperança O Noite,Patricia Moraes,2010,
2796,Casa Silêncio Árvore,Cristiano Souza,2011,
2797,Árvore Árvore Vida Esperança,Rafael Rocha,2021,
2798,Esperança Vento O Cidade Passado,Eduardo Araujo,2011,
2799,Mistério Esperança Árvore Sombra,Lucas Costa,2021,
2800,Árvore Destino O Esperança Vento,Ana Saigg,2012,
2801,Cidade Casa Cidade,Leonardo Rocha,2019,
2802,Vento Sombra,Felippe Arrascaeta,2017,
2803,Vento Sonho Noite,Ronaldo Costa,2013,
2804,Passado Cidade Cidade Cidade Noite,Fernanda Nunes,2014,
2805,Mar Casa Silêncio,Ronaldo Pinto,2019,
2806,Futuro Árvore Passado,Davi Lima,2012,
2807,A O Vento A Silêncio,Leticia Saigg,2017,
2808,Silêncio Noite Luz Futuro Esperança,Mateus Souza,2016,
2809,Tempo Vento Luz Vento,Luisa Araujo,2013,
2810,Sombra Mistério Tempo Destino Esperança,Marcelo Ferreira,2014,
2811,Tempo Esperança,Leticia Gomes,2013,
2812,Destino Silêncio A Árvore,Leonardo Carvalho,2012,
2813,O Vento,Nayara Arrascaeta,2019,
2814,Noite Mistério O Tempo Cidade,Eduardo Rocha,2019,
2815,Casa Árvore Cidade,Ana Luiza Saigg,2020,
2816,Mar Casa Passado,Daniela Carvalho,2010,
2817,Vida Silêncio,Cleber Cruz,2013,
2818,Amor A Esperança Luz,Paloma Pinto,2022,
2819,Sonho Sonho A Vida,David Ferreira,2022,
2820,Destino Futuro,Gabriel Guedes,2016,
2821,Vida Mistério A Tempo Sombra,Felippe Costa,2019,
2822,Tempo Mistério Silêncio,Lucas Martins,2016,
2823,Noite Noite,Bruna Cardoso,2014,
2824,Passado Futuro,Amanda Rezende,2017,
2825,A Árvore Futuro Cidade Esperança,Eduardo Almeida,2016,
2826,Amor Cidade,Rafael Costa,2011,
2827,Cidade Noite Vento Luz,Felippe Araujo,2017,
2828,Noite Vento Vento O O,Vitor Araujo,2014,
2829,Casa O,Eduarda Silva,2019,
2830,Amor Futuro Sonho Esperança A,Cleber Rezende,2010,
2831,Silêncio Cidade Silêncio,Ayrton Santos,2018,
2832,Passado Passado Amor A,Luiza Faleiros,2019,
2833,Passado Passado Vida Esperança Sonho,Luan Costa,2021,
2834,Sombra Cidade O Casa,Pedro Costa,2013,
2835,Esperança Cidade,Fabricio Guedes,2020,
2836,Silêncio Mar Cidade Esperança Passado,Bruno Oliveira,2016,
2837,Vida Destino Silêncio,Ana Luiza Santos,2021,
2838,Sonho Sombra Vento,Rodrigo Moraes,2016,
2839,Destino Esperança Silêncio Sonho,Luan Faleiros,2017,
2840,Vento Tempo,Vitor Araujo,2015,
2841,Árvore Árvore,Eduarda Melo,2021,
2842,Destino A Vida,Pedro Alves,2010,
2843,Casa Árvore,Natália Faleiros,2019,
2844,Sonho Passado,Ana Luiza Silva,2018,
2845,Esperança Vento,Cristiano Costa,2020,
2846,Amor Mar Sombra,Caio Costa,2018,
2847,Destino Vento,Paolla Cruz,2017,
2848,Sonho Passado,Fabricio Martins,2018,
2849,Vida Vida Cidade,Leticia Costa,2020,
2850,Vida Mistério Esperança Silêncio,Natália Moraes,2011,
2851,Árvore Vida Futuro,Gustavo Lima,2022,
2852,Tempo Tempo,Lucas Costa,2018,
2853,Mistério Mar Tempo Futuro,Patricia Mendes,2015,
2854,Mar Árvore Esperança,Bruno Santos,2016,
2855,Luz O Casa,Ana Amaral,2021,
2856,Vida O,Carlos Rocha,2018,
2857,Vida Mistério Vida,Eduarda Santos,2018,
2858,Árvore Destino Noite,Ana Nunes,2016,
2859,Esperança O Vida A,João Melo,2012,
2860,Árvore Mistério,Hugo Barbosa,2021,
2861,Vida Amor Noite,Rafael Cruz,2014,
2862,A Luz Sombra A Sombra,Felippe Mendes,2010,
2863,Mar Mar,Gabriel Ferreira,2022,
2864,Sonho Sombra Sonho A,Vitor Nunes,2012,
2865,Esperança O Árvore Cidade,Thiago Guedes,2010,
2866,Amor O Destino Esperança Luz,Lucas Martins,2019,
2867,Vida Vida Sombra Esperança,Daniela Pereira,2016,
2868,Silêncio Destino Vida,Felippe Souza,2022,
2869,Vento Árvore Cidade,Maria Barbosa,2015,
2870,Esperança Esperança Tempo Árvore,João Moraes,2021,
2871,Luz Futuro Casa Futuro A,Nayara Faleiros,2021,
2872,Mistério Tempo Tempo Destino Mar,Arthur Rezende,2016,
2873,Esperança Futuro Vida Futuro,Lucas Simas,2014,
2874,Vento Vento Esperança,Rodrigo Simas,2020,
2875,Sonho Mar,Thiago Barbosa,2016,
2876,Futuro Futuro Mistério Árvore,Rodrigo Araujo,2021,
2877,Casa Vento Destino Amor Esperança,Felipe Freitas,2017,
2878,Mar Passado Luz,Camila Mendes,2011,
2879,Mar Sonho Destino,Lucas Saigg,2020,
2880,Mar Noite Sombra Cidade,Ana Luiza Solano,2010,
2881,Sombra Árvore Luz,Gabriel Rocha,2016,
2882,Luz Luz Árvore,Davi Cardoso,2018,
2883,Tempo Esperança,Bruna Guedes,2013,
2884,Amor Árvore Amor A,Luiza Rezende,2012,
2885,Silêncio O Sombra Mar,Lucas Arrascaeta,2013,
2886,O Amor,Julia Silva,2018,
2887,Mistério Amor Sombra Mistério O,Lucas Moreira,2018,
2888,Destino Tempo O Esperança,Ana Luiza Saigg,2012,
2889,Casa Silêncio,Maria Oliveira,2021,
2890,Passado Tempo Mistério Mistério A,Rafael Moraes,2014,
2891,Luz Tempo Destino Esperança,Marcelo Simas,2011,
2892,Destino Silêncio Esperança Sombra Árvore,Caio Rocha,2014,
2893,Mistério Amor,Natália Solano,2014,
2894,Tempo Mistério Vento Tempo Destino,Natália Pinto,2013,
2895,Passado A Mar Passado,Cleber Arrascaeta,2010,
2896,Mistério Luz Árvore Tempo Árvore,Davi Ribeiro,2014,
2897,Árvore Luz,Ana Luiza Costa,2018,
2898,Vento A,Mateus Araujo,2012,
2899,Vida Noite,Artur Moreira,2019,
2900,O Amor Sombra Futuro Esperança,Amanda Alves,2012,
2901,Noite Passado Árvore Noite Passado,Fernanda Santos,2011,
2902,Tempo Noite Futuro,Rodrigo Rocha,2010,
2903,Cidade Passado Passado,Artur Araujo,2010,
2904,Futuro Silêncio Esperança,Paolla Nunes,2013,
2905,Casa Cidade Silêncio,Camila Pereira,2011,
2906,Futuro Vento Mistério Amor Noite,David Santos,2015,
2907,Árvore Mistério,Lucas Saigg,2019,
2908,Luz Cidade,João Souza,2011,
2909,Tempo Futuro O Destino Futuro,Gabriel Almeida,2021,
2910,Futuro Sonho Mar,Fernanda Santoro,2014,
2911,Mistério Destino Casa Destino Vida,Chris Santos,2014,
2912,A Vento,Fabricio Santos,2011,
2913,Silêncio Silêncio Vida Futuro Vento,Leonardo Santos,2021,
2914,Vida Passado Amor,Ana Solano,2017,
2915,Noite Amor Luz,Leticia Costa,2016,
2916,Passado Luz Noite Amor Casa,Eduardo Freitas,2017,
2917,Esperança Tempo,Patricia Costa,2021,
2918,Vento Sombra Vento,Carlos Solano,2014,
2919,A Noite Silêncio Vento,Luisa Moreira,2010,
2920,Futuro Noite,Luan Amaral,2017,
2921,Cidade Árvore Árvore Destino Destino,Arthur Rocha,2018,
2922,Esperança Silêncio,Davi Solano,2022,
2923,Vida Sonho Vida Destino Cidade,Davi Moreira,2020,
2924,Mar Mistério Noite,Luan Carvalho,2022,
2925,Cidade A O,Carlos Almeida,2012,
2926,A O,Ana Simas,2022,
2927,Silêncio Vida Silêncio A Cidade,Julia Araujo,2014,
2928,Sonho Esperança Árvore Cidade,Marcelo Moreira,2020,
2929,Sonho Casa Vento,Davi Saigg,2010,
2930,Vida Luz Cidade,Nayara Saigg,2019,
2931,Cidade Mistério,Leonardo Barbosa,2014,
2932,Destino Sombra Sonho Noite Esperança,Marcelo Simas,2012,
2933,Silêncio Casa Mar Vida,Felippe Nunes,2022,
2934,Casa Sonho Tempo,Felippe Santos,2020,
2935,O Mar Casa Noite,Paloma Solano,2013,
2936,Tempo Noite Esperança,Leonardo Souza,2020,
2937,Silêncio Tempo Luz Árvore,Chris Costa,2015,
2938,Destino O Mistério Sonho Mar,Bruno Rocha,2013,
2939,Vida Árvore Luz Casa,Josué Faleiros,2015,
2940,Mistério Tempo Árvore Silêncio Tempo,Bruno Santos,2010,
2941,Passado O Tempo A Luz,Gabriel Freitas,2022,
2942,Silêncio Vida O,Marcelo Costa,2013,
2943,Árvore A Luz Árvore Árvore,Lucas Santoro,2017,
2944,Esperança O A,Leticia Santos,2020,
2945,O Noite Vento O,João Nunes,2016,
2946,Futuro Mar Cidade Sonho,Eduardo Souza,2010,
2947,Amor Esperança Tempo Esperança,Ayrton Simas,2016,
2948,Silêncio Amor,Luan Costa,2010,
2949,Luz Árvore Vida Noite,Artur Simas,2013,
2950,Amor Futuro Passado,Eduarda Almeida,2017,
2951,Esperança Passado Esperança Amor Destino,Amanda Cardoso,2011,
2952,Vida A Tempo,Paloma Amaral,2021,
2953,A Luz Futuro Luz Árvore,Bruna Melo,2019,
2954,Casa Passado Silêncio Luz Destino,Camila Santos,2015,
2955,Vida Vento Mistério,Davi Carvalho,2010,
